Hostname;Whoami;Serial Number;OS Name;OS Version;System Manufacturer;System Model;System Type;Processor(s);Total Physical Memory;Domain;Disk Size 1;Disk Size 2;Department;Lokasi;Email
SPNB-90-60-0029;N/A;5CD9084NFQ;Microsoft Windows 10 Pro;10.0.19044 N/A Build 19044;HP;HP ProBook 430 G6;x64-based PC;Intel64 Family 6 Model 142 Stepping 11 GenuineIntel ~1600 Mhz;8.062 MB;sierad.co.id;1,0002E+12;1,0002E+12;IT;LW;user@mail
